id,rpt_yr,grad_date,orig_major,grad_major,current_major,biol_108,biol_109,exsc_110,exsc_140,act_english,act_math,act_reading,act_science,act_composite,sat_verbal,sat_math,sat_composite
1064700,2013,,UNDE,,,,,,,,,,,,540,500,1040
1065317,2013,,EXSC,,EXSC,3.33,3.67,4,3.67,,,,,,,,
1065621,2013,,ART ,,ART ,,,,,19,20,20,20,20,,,
1066749,2013,,PNRS,,,3,3,,,29,26,27,25,27,,,
1068143,2013,,UNDE,,PS  ,,,,,23,23,24,21,23,490,500,990
1068156,2013,,EXSC,,BA  ,,,1.33,,22,26,21,24,23,,,
1068294,2013,,BIOL,,BIOL,,,,,,,,,,590,630,1220
1070463,2013,,FINA,,,,,,,20,22,29,23,24,,,
1070759,2013,,BA  ,,BA  ,,,,,26,23,32,29,28,,,
1070834,2013,,MATH,,MAAC,,,,,29,27,21,25,26,,,
1072272,2013,,HIST,,HIST,,,,,19,25,20,24,22,,,
1073226,2013,,THEA,,,,,,,22,25,32,24,26,,,
1073305,2013,,PSYC,,PSYC,,,,,26,22,30,25,26,580,490,1070
1076371,2013,,COMM,,COMM,,,,,,,,,,450,500,950
1079025,2013,,BIOL,,,3.33,,4,4,18,21,18,26,21,,,
1080734,2013,,MUST,,,,,,,21,21,31,23,24,,,
1085059,2013,,PS  ,,HIST,,,,,29,22,30,24,26,,,
1086955,2013,,CHEM,,,,,,,25,26,20,24,24,,,
1090867,2013,,ELED,,COMM,,,,,,,,,,500,460,960
1091734,2013,,ACCT,,ACCT,,,,,23,32,20,24,25,480,670,1150
1093918,2013,,BIOL,,BIOL,,,,,22,26,27,31,27,,,
1095387,2013,,BIOL,,,,,,,24,28,27,25,26,,,
1108231,2013,,UNDE,,COMM,,,,,23,19,23,22,22,,,
379632,2014,,PSYC,,PSYC,,,,,32,29,31,31,31,,,
640514,2014,,BIOL,,,,,,,35,32,35,31,33,,,
1001051,2014,,EXSC,,,1,,,,30,21,25,24,25,,,
1014316,2014,,UNDE,,COMM,,,,,27,28,30,25,27,,,
1023631,2014,,UNDE,,BIOL,,,,,24,27,24,23,25,,,
1023636,2014,,ART ,,ART ,,,,,22,30,28,25,26,,,
1026038,2014,,CJS.,,CJS.,,,,,23,20,26,23,23,,,
1031266,2014,,BIOL,,USEC,,,,,29,30,33,27,30,,,
1032139,2014,,EXSC,,USEC,,,3.33,,,,,,,550,500,1050
1033296,2014,,ACCT,,ACCT,,,,,24,29,33,25,28,670,660,1330
1037043,2014,,BMB ,,MDLS,,,,,23,20,21,21,21,,,
1037693,2014,,PSYC,,PSYC,,,,,25,21,29,25,24,,,
1039320,2014,,BIOL,,PSYC,,,,,,,,,,530,490,1020
1040412,2014,,CE  ,,,,,,,19,22,20,19,20,,,
1041303,2014,,BA  ,,BA  ,,,,,27,23,31,29,27,,,
1044458,2014,,PSYC,,PSYC,,,,,28,25,30,23,26,,,
1045825,2014,,BIOL,,BIOL,,,,,,,,,,580,590,1170
1045855,2014,,EXSC,,EXSC,2,2,3,4,25,19,25,21,23,,,
1046067,2014,,MATH,,MUS ,,,,,33,30,32,29,30,,,
1049765,2014,,CHEM,,CHEM,,,,,24,26,26,27,24,,,
1050181,2014,,ACCT,,ACCT,,,,,24,27,25,27,25,,,
1054854,2014,,BMB ,,,,,,,,,,,,520,460,980
1055608,2014,,COMM,,FINA,,,,,34,25,35,27,30,710,590,1300
1056690,2014,,EXSC,,EXSC,4,4,4,4,32,28,23,29,27,,,
1059935,2014,,PNRS,,PNRS,2,,,,21,25,24,23,23,,,
1081306,2014,,BA  ,,,,,,,,,,,,450,470,920
1084515,2014,,CJS.,,,,,,,18,16,24,20,20,,,
1090946,2014,,PNRS,,NURS,3.33,3,,3,22,20,22,23,21,,,
1091046,2014,,ACCT,,BA  ,,,,,26,25,28,27,26,,,
1096494,2014,,EXSC,,USEC,1.67,,3,4,21,24,20,24,22,,,
1098745,2014,,BA  ,,BA  ,,,,,29,29,33,27,30,,,
1102937,2014,,EXSC,,EXSC,4,3.67,4,4,22,17,18,21,20,,,
1105933,2014,,PNRS,,NURS,4,4,,,27,22,26,25,25,460,490,950
1107210,2014,,PSYC,,PSYC,,,,,31,25,30,26,28,,,
1107941,2014,,BMB ,,BMB ,,,,,27,25,26,22,25,,,
1108924,2014,,BA  ,,BA  ,,,,,26,25,26,24,25,,,
1108972,2014,,PNRS,,NURS,3.33,3,,,25,26,32,32,29,580,510,1090
1109664,2014,,EXSC,,EXSC,3.33,3.33,4,4,31,28,29,25,28,,,
1110478,2014,,PS  ,,PS  ,,,,,21,20,28,23,21,,,
1110707,2014,,ENVI,,ENVI,,,,,29,24,29,29,28,,,
1111323,2014,,BIOL,,BIOL,,,,,34,31,35,31,33,,,
1114113,2014,,PNRS,,PNRS,2,,,,18,19,22,19,18,430,470,900
1114733,2014,,PRT ,,PRT ,2.33,3,,,27,25,23,26,25,,,
1116478,2014,,UNDE,,SPOR,,,,,17,18,23,22,19,460,390,850
1122050,2014,,BIOL,,BIOL,,,,,27,24,25,24,25,,,
1122513,2014,,MUST,,MUST,,,,,26,26,32,27,28,,,
1123200,2014,,BIOL,,,,,,,27,25,32,26,28,,,
1123468,2014,,BIOL,,,,,,,22,22,16,23,21,,,
1129782,2014,,ART ,,,,,,,24,15,29,19,22,,,
1134396,2014,,BIOL,,ARTA,,,,,24,20,27,22,23,,,
1135335,2014,,BIOL,,MDLS,,,,,21,26,21,25,23,,,
1136904,2014,,EXSC,,EXSC,3,3,4,4,22,23,24,23,23,510,420,930
1158149,2014,,EXSC,,BA  ,3,1.33,3.67,4,21,20,22,20,21,,,
991095,2013,,PNRS,,CJS.,3,3,,,27,25,32,21,26,,,
992880,2013,,ART ,,ART ,,,,,31,25,32,26,29,650,510,1150
994252,2013,,EXSC,,EXSC,3.67,4,3,4,25,26,27,25,25,,,
999566,2013,,BA  ,,,,,,,20,19,23,23,21,,,
1005338,2013,,ELED,,,,,,,25,22,29,25,25,,,
1020930,2013,,UNDE,,,,,,,28,26,27,23,26,,,
1031175,2013,,UNDE,,,2,,,,,,,,,460,490,950
1032126,2013,,BIOL,,BIOL,4,,,,24,25,19,19,22,370,470,840
1034912,2013,,EXSC,,,4,,4,4,31,29,31,28,30,,,
1035201,2013,,PSYC,,,,,,,23,22,26,25,24,,,
1038372,2013,,BIOL,,EXSC,3,3,2,4,21,22,24,22,22,520,580,1100
1038444,2013,,COMM,,,,,,,21,16,22,19,20,,,
1043521,2013,,CHEM,,CHEM,,,,,24,28,31,31,29,,,
1045181,2013,,BA  ,,ECON,,,,,26,27,35,25,28,600,520,1120
1047220,2013,,BIOL,,,0.67,,,,30,19,29,25,26,,,
1047608,2013,,COMM,,COMM,,,,,21,23,21,21,21,,,
1048048,2013,,PSYC,,PSYC,,,,,34,18,31,24,27,,,
1048750,2013,,UNDE,,NURS,3,3,,,24,25,30,26,25,,,
1049286,2013,,USEC,,ENGL,,,,,30,24,28,22,25,,,
1049678,2013,,ELED,,,,,,,24,24,28,24,25,,,
1049935,2013,,BIOL,,NURS,3.67,4,,,21,19,21,23,20,,,
1050559,2013,,PNRS,,NURS,3.33,4,,,23,20,22,21,21,,,
1051548,2013,,CS  ,,CS  ,,,,,29,28,31,27,28,,,
1055732,2013,,BIOL,,,,,,,24,23,26,24,24,,,
1058640,2013,,COMM,,COMM,,,,4,27,25,25,21,25,,,
1059866,2013,,ACCT,,BA  ,,,,,21,20,19,21,19,,,
1065100,2013,,PNRS,,,2,1,,,23,20,21,26,22,,,
1065673,2013,,PNRS,,,1,,,,24,24,26,23,24,,,
1065918,2013,,USEC,,USEC,,,,,30,29,30,25,29,620,650,1270
1066684,2013,,BA  ,,ACCT,,,,,28,25,25,24,25,,,
1068124,2013,,ART ,,ART ,,,,,,,,,,690,480,1170
1070476,2013,,PNRS,,,,,,,22,19,22,18,20,,,
1073547,2013,,BA  ,,,,,,,30,27,21,26,26,,,
1076027,2013,,PNRS,,NURS,3.33,4,,,20,19,19,21,20,,,
1079001,2013,,BIOL,,PSYC,,,,,20,20,18,19,19,,,
1080911,2013,,CE  ,,CE  ,,,,,20,21,23,21,21,,,
1091153,2013,,UNDE,,EXSC,3.33,4,4,4,29,28,27,22,27,550,620,1170
1091428,2013,,ELED,,ELED,,,,,21,23,19,24,22,,,
1093636,2013,,ACCT,,,,,,,21,21,23,23,22,,,
1096577,2013,,PS  ,,COMM,,,,,21,19,18,18,19,490,500,990
107046,2014,,PNRS,,NURS,3,3,,,22,16,22,21,20,,,
107190,2014,,PHYS,,PHYS,,,,,31,26,28,25,27,,,
107268,2014,,UNDE,,UNDE,,,,,26,21,24,24,24,,,
1018972,2014,,BIOL,,,,,,,30,18,35,24,25,,,
1031198,2014,,PNRS,,NURS,2.67,2.67,,,22,22,26,25,23,,,
1037458,2014,,UNDE,,UNDE,,,,,26,25,27,22,25,,,
1038438,2014,,BIOL,,,,,,,33,31,31,30,31,,,
1039786,2014,,COMM,,COMM,,,,,27,23,27,20,24,,,
1041099,2014,,PSYC,,PSYC,,,,,,,,,,580,500,1080
1041552,2014,,BIOL,,PSYC,,,,3.33,20,18,28,22,22,,,
1043592,2014,,BMB ,,PSYC,,,,,23,21,24,24,23,,,
1045943,2014,,UNDE,,UNDE,,,,,25,25,30,26,27,,,
1047485,2014,,PNRS,,PRT ,3,3,,,21,23,24,22,22,,,
1047990,2014,,ELED,,ELED,,,,,24,22,28,28,25,,,
1048034,2014,,PSYC,,PSYC,,,,,23,16,32,21,22,,,
1052367,2014,,ACCT,,ACCT,,,,,23,24,21,21,22,,,
1053200,2014,,BMB ,,BMB ,,,,,31,22,31,26,28,,,
1055412,2014,,ELED,,ELED,,,,,28,23,29,20,25,540,500,1040
1057130,2014,,COMM,,COMM,,,,,31,27,30,24,28,,,
1057804,2014,,BIOL,,BA  ,,,,,24,26,30,27,27,,,
1059304,2014,,UNDE,,,,,,,28,25,32,25,28,,,
1065484,2014,,BA  ,,BA  ,,,,,31,27,32,34,29,,,
1068311,2014,,PNRS,,,1,,,,22,21,22,22,22,,,
1079776,2014,,EXSC,,EXSC,4,4,4,4,33,26,29,25,27,,,
1084661,2014,,ARTA,,ARTA,,,,,31,26,28,22,27,,,
1087891,2014,,BMB ,,BMB ,,,,,29,27,30,26,27,,,
1090366,2014,,MUST,,MUST,,,,,28,17,30,20,24,,,
1090603,2014,,ART ,,ART ,,,,,23,18,20,22,21,,,
1092260,2014,,PNRS,,NURS,4,3.67,,,26,21,25,30,25,,,
1092973,2014,,UNDE,,EXSC,,,,,25,21,26,18,22,,,
1093599,2014,,ACCT,,ACCT,,,,,28,30,29,25,27,,,
1096410,2014,,BA  ,,BA  ,,,,,,,,,,450,520,970
1096551,2014,,EXSC,,PSYC,,,2,,24,18,24,21,21,,,
1098429,2014,,BIOL,,,,,,,29,26,25,25,26,,,
1101837,2014,,PSYC,,PSYC,3,,,,28,24,32,27,27,,,
1106315,2014,,PHIL,,COMM,,,,,24,19,25,23,23,,,
1109147,2014,,EXSC,,EXSC,2,,3,,26,19,22,23,23,,,
1109531,2014,,PNRS,,,,,,,24,17,26,19,21,,,
1110288,2014,,CS  ,,CS  ,,,,,19,24,21,23,22,,,
1110789,2014,,PNRS,,USEC,3.67,,,,33,22,20,26,25,,,
1111199,2014,,BA  ,,BA  ,,,,,28,24,26,22,25,,,
1112850,2014,,UNDE,,PSYC,,,,,32,29,34,27,31,650,730,1380
1114698,2014,,EXSC,,EXSC,3.67,4,4,4,26,29,25,26,26,,,
1114779,2014,,PNRS,,NURS,3,4,,,19,23,21,22,20,,,
1116038,2014,,BMB ,,BMB ,,,,,34,27,30,30,30,730,770,1500
1117012,2014,,BA  ,,BA  ,,,,,24,27,32,25,27,650,660,1310
1118355,2014,,PNRS,,,2,,,,24,23,28,22,24,,,
1119137,2014,,PRT ,,PRT ,3,2,,,23,22,19,25,22,,,
1119590,2014,,ACCT,,ECON,,,,4,20,25,30,23,25,,,
1121659,2014,,PNRS,,CJS.,,,,,23,16,21,19,20,,,
1122566,2014,,CE  ,,UNDE,,,,,16,23,22,22,21,,,
1122595,2014,,CJS.,,CJS.,,,,,29,23,30,21,26,,,
1122738,2014,,EXSC,,EXSC,3,3.33,3.67,4,21,26,21,20,22,,,
1125018,2014,,PSYC,,PSYC,,,,,21,30,30,27,27,,,
1125878,2014,,PNRS,,CJS.,0,,,,25,18,32,23,25,,,
1128682,2014,,EDMI,,UNDE,,,,,22,15,23,19,20,,,
1129508,2014,,ELED,,ELED,,,,,24,26,24,22,24,,,
1129525,2014,,PNRS,,NURS,3,3,,,,,,,,560,480,1040
1129778,2014,,EXSC,,EXSC,3,3,4,4,23,24,23,23,23,,,
1130884,2014,,BIOL,,,,,,,,,,,,620,520,1140
1131584,2014,,PSYC,,,,,,,28,24,35,25,27,,,
1133128,2014,,UNDE,,UNDE,,,,,,,,,,470,500,970
1133136,2014,,BA  ,,BA  ,,,,,26,25,24,25,25,,,
1134071,2014,,CJS.,,COMM,,,,,20,16,31,22,22,,,
1135090,2014,,UNDE,,EXSC,,3.33,,,31,27,32,31,30,,,
1136028,2014,,UNDE,,UNDE,,,,,22,18,30,20,23,,,
1136383,2014,,EXSC,,EXSC,2.33,3,4,3,25,23,20,24,22,,,
1138188,2014,,UNDE,,COMM,2,2,4,3.33,27,23,32,28,28,,,
990021,2013,,UNDE,,EXSC,3,3.33,3,3,,,,,,540,510,1050
990334,2013,,ELED,,ELED,,,,,24,25,27,24,25,,,
990565,2013,,MAAC,,MAAC,,,,,,,,,,620,620,1210
992240,2013,,EXSC,,EXSC,4,4,4,4,32,26,32,30,30,,,
993740,2013,,ENGL,,FLIS,,,,,29,24,32,25,27,620,560,1180
993906,2013,,PNRS,,NURS,3,3,,,21,19,23,24,21,,,
994668,2013,,ACCT,,ECON,,,,,27,26,29,27,27,,,
996988,2013,,PNRS,,NURS,4,4,,,26,24,31,25,27,640,520,1160
1002342,2013,,EXSC,,EXSC,2,2,3,3,26,25,28,24,26,540,590,1130
1003263,2013,,PSYC,,PSYC,,,,,21,24,19,24,22,,,
1004465,2013,,ELED,,ELED,,,,,17,19,19,23,20,,,
1004786,2013,,PSYC,,,,,,,15,17,22,22,19,,,
1014444,2013,,PNRS,,PNRS,3,3,,,,,,,,490,460,950
1014472,2013,,BIOL,,,0,,,,19,17,20,23,19,,,
1015315,2013,,BIOL,,BIOL,,,,,30,30,34,31,30,,,
1019382,2013,,BIOL,,BIOL,,,,,35,29,32,31,31,,,
1023387,2013,,BIOL,,NURS,,3,,,20,23,20,22,21,,,
1032825,2013,,PNRS,,PSYC,3,3,,,22,19,21,19,19,,,
1034000,2013,,BA  ,,BA  ,,,,,27,24,28,26,24,,,
1034460,2013,,ART ,,ART ,,,,,25,20,31,25,25,520,480,1000
1035437,2013,,PNRS,,,3,,,,32,28,27,31,30,,,
1037992,2013,,ACCT,,,,,,,27,26,35,26,29,,,
1046119,2013,,UNDE,,NURS,3.67,3.67,,,23,19,21,24,22,,,
1046400,2013,,PSYC,,ENGL,,,,,24,18,30,21,23,,,
1046506,2013,,UNDE,,,,,,,32,24,26,21,25,,,
1046544,2013,,EXSC,,EXSC,2.67,2.33,3.33,3.33,23,22,21,20,21,,,
1048381,2013,,PSYC,,PSYC,,,,,27,22,31,24,26,,,
1048724,2013,,PNRS,,R.T.,4,4,,,28,27,22,29,27,,,
1049141,2013,,USEC,,HIST,,,,,23,22,21,19,20,,,
1049262,2013,,ELED,,EDMI,,,,,25,22,31,21,25,,,
1051377,2013,,UNDE,,,2,,,,20,23,27,24,24,,,
1051549,2013,,COMM,,COMM,,,,,24,22,25,24,24,,,
1051715,2013,,BIOL,,CJS.,2.67,3.33,4,,21,17,24,20,20,,,
1055119,2013,,EXSC,,EXSC,2.67,3,4,4,,,,,,550,540,1090
1057521,2013,,PSYC,,PSYC,,,,,27,25,31,26,27,,,
1058627,2013,,PNRS,,NURS,3.33,4,,,23,25,27,25,25,570,540,1110
1060480,2013,,EXSC,,EXSC,3,4,3,4,21,24,23,27,24,,,
1066236,2013,,ENGL,,ENGL,,,,,35,24,34,26,30,,,
1066437,2013,,EXSC,,EXSC,2,2.67,2.33,3,23,18,22,24,22,,,
1066533,2013,,MAAC,,FINA,,,,,23,27,23,21,24,550,670,1220
1066542,2013,,COMM,,,,,,,33,24,32,25,29,,,
1069276,2013,,MAAC,,MAAC,,,,,33,28,32,29,31,670,660,1330
1069622,2013,,PHYS,,PHYS,,,,,25,30,33,33,30,540,640,1180
1070861,2013,,UNDE,,COMM,,,,,22,21,21,21,21,,,
1072698,2013,,CS  ,,PSYC,,,,,24,21,26,24,24,,,
1078408,2013,,UNDE,,PHYS,,,,,,,,,,650,750,1400
1081341,2013,,ECON,,BIOL,,,,,32,32,29,31,30,,,
1083150,2013,,CE  ,,ART ,,,,,28,26,28,28,28,,,
1083660,2013,,BIOL,,ECON,,,,,23,26,30,28,27,,,
1086921,2013,,UNDE,,,,,,,29,22,30,24,26,,,
1096582,2013,,EXSC,,EXSC,2,2,3.67,3.33,27,24,21,26,25,,,
106960,2014,,PNRS,,NURS,3,3.33,,,21,21,18,21,20,,,
107165,2014,,UNDE,,NURS,3.33,3,,,24,20,22,20,22,,,
259901,2014,,PNRS,,BA  ,,,,,30,24,25,23,25,,,
379255,2014,,PNRS,,PNRS,0,,,,21,18,23,23,21,,,
865451,2014,,EXSC,,UNDE,,,1.67,2,20,25,21,18,21,,,
947940,2014,,EXSC,,EXSC,,,4,4,24,25,26,28,26,540,600,1140
1019570,2014,,ACCT,,ACCT,,,,,21,23,21,23,22,,,
1019704,2014,,ELED,,ELED,,,,,23,21,20,20,21,,,
1031288,2014,,BMB ,,,,,,,24,27,29,34,29,,,
1032888,2014,,PNRS,,NURS,3.33,3.67,,,25,28,25,28,26,520,590,1110
1039315,2014,,BIOL,,,2,,,,,,,,,540,530,1070
1043806,2014,,PNRS,,NURS,4,3.67,,,31,28,29,31,29,580,580,1160
1045672,2014,,BIOL,,PMLS,,,,,22,22,29,24,24,,,
1046073,2014,,COMM,,COMM,,,,,31,29,31,22,28,640,750,1390
1046219,2014,,BIOL,,ENGL,,,,,30,19,28,21,25,,,
1046401,2014,,EXSC,,EXSC,3,2.33,4,4,33,26,26,27,27,,,
1047448,2014,,BIOL,,BIOL,,,,,24,23,22,24,22,,,
1052815,2014,,EXSC,,EXSC,,,3,4,,,,,,530,480,1010
1054590,2014,,BIOL,,ELED,,,,,28,17,32,23,25,,,
1055565,2014,,BIOL,,,,,,,22,27,25,28,25,450,520,970
1057910,2014,,MATH,,UNDE,,,,,24,25,24,27,24,,,
1067627,2014,,PNRS,,NURS,,,,,,,,,,520,540,1060
1073797,2014,,PSYC,,PSYC,,,,,31,24,30,26,27,,,
1078339,2014,,BA  ,,,,,,,22,24,29,26,25,,,
1078957,2014,,BIOL,,BIOL,,,,,28,19,31,22,25,,,
1080586,2014,,PSYC,,,,,,,25,22,28,24,23,,,
1080851,2014,,ENGL,,COMM,,,,,32,25,31,25,27,,,
1081620,2014,,ECON,,BIOL,,,,,25,22,29,24,25,,,
1081822,2014,,COMM,,COMM,,,,,20,21,21,20,21,,,
1083043,2014,,PSYC,,COMM,,,,,20,21,20,20,19,,,
1084718,2014,,PNRS,,,3,3,,,25,23,29,25,26,,,
1091054,2014,,BA  ,,BA  ,,,,,25,18,24,23,22,,,
1107947,2014,,EXSC,,EXSC,3,3.33,3,4,21,23,23,23,22,,,
1108118,2014,,PNRS,,NURS,3.67,3,,,24,26,25,23,24,,,
1110613,2014,,MAAC,,,,,,,32,27,29,25,28,,,
1110622,2014,,BIOL,,BIOL,,,,,28,21,33,23,26,,,
1111328,2014,,BIOL,,PSYC,,,,,22,20,24,24,22,,,
1112955,2014,,PNRS,,NURS,3,3,,,22,20,21,20,21,,,
1114683,2014,,MUS ,,MUS ,,,,,32,29,27,32,30,,,
1114763,2014,,UNDE,,UNDE,,,,,15,19,24,24,20,,,
1114976,2014,,PMLS,,BA  ,2,,,,23,27,24,28,26,,,
1119132,2014,,ENGL,,ENGL,,,,,33,19,27,25,25,,,
1119908,2014,,ELED,,ELED,,,,,33,27,33,25,30,630,540,1170
1121574,2014,,PRT ,,,0,,,,,,,,,,,
1121854,2014,,BIOL,,PSYC,,,,,26,25,23,21,24,,,
1122517,2014,,PNRS,,,,,,,26,24,28,26,26,,,
1122532,2014,,EXSC,,,,,0,,24,23,21,20,22,490,620,1110
1124088,2014,,EXSC,,EXSC,3.33,3,3,4,19,22,18,23,21,,,
1126521,2014,,PRT ,,PRT ,2.67,1.67,,,24,21,31,24,25,,,
1127356,2014,,UNDE,,UNDE,,,,,22,23,27,25,24,,,
1127686,2014,,BA  ,,BA  ,,,,,23,18,26,20,22,,,
1128000,2014,,UNDE,,,,,,,21,16,27,20,21,,,
1128077,2014,,PSYC,,,,,,,23,19,24,20,21,,,
1129152,2014,,EXSC,,NURS,3,3.33,,4,20,18,23,23,21,,,
1129544,2014,,UNDE,,,1.33,,,,24,25,28,27,25,,,
1130854,2014,,UNDE,,UNDE,,,,,22,16,23,19,20,,,
1132936,2014,,CE  ,,MATH,,,,,23,25,21,25,24,,,
1133894,2014,,BA  ,,BA  ,,,,,24,24,32,28,27,,,
1134967,2014,,EXSC,,EXSC,1.67,2,3,3,27,27,31,23,27,,,
1136331,2014,,EXSC,,,,,0,,31,27,28,29,29,,,
1138593,2014,,COMM,,COMM,,,,,,,,,,560,580,1140
1139210,2014,,PHYS,,PHYS,,,,,32,25,25,27,27,,,
1139459,2014,,ACCT,,ACCT,,,,,22,24,23,19,21,,,
1141530,2014,,BIOL,,UNDE,,,,,23,17,20,21,20,,,
1142650,2014,,CHEM,,,,,,,34,26,25,24,27,,,
991378,2013,,UNDE,,CS  ,,,,,24,24,22,24,23,,,
996833,2013,,BIOL,,BIOL,,,3,,30,27,33,28,29,,,
996880,2013,,COMM,,COMM,,,,,25,17,22,21,21,,,
998023,2013,,EXSC,,,3,3,4,3.67,20,27,17,23,22,420,570,990
998316,2013,,EXSC,,EXSC,4,4,4,4,27,23,29,25,26,,,
998788,2013,,COMM,,COMM,,,,4,25,17,24,22,22,,,
1004805,2013,,EXSC,,,,,,,15,23,20,21,20,,,
1027891,2013,,EXSC,,EXSC,3,3,3.33,4,23,25,25,24,24,580,640,1220
1030958,2013,,SOCI,,,3,,,,28,26,30,23,26,,,
1031531,2013,,PHYS,,PHYS,,,,,25,30,23,26,26,670,660,1250
1031983,2013,,BIOL,,BIOL,,,,,24,23,23,21,23,,,
1033582,2013,,UNDE,,BIOL,,,,,31,28,33,29,30,630,620,1220
1033685,2013,,UNDE,,,,,,,,,,,,530,520,1050
1034029,2013,,CHEM,,CHEM,,,,,35,28,34,35,31,,,
1038150,2013,,ELED,,PSYC,,,,,26,25,24,21,24,,,
1040056,2013,,PSYC,,BA  ,,,,,24,25,27,23,25,640,640,1280
1042579,2013,,EXSC,,EXSC,3.33,3,3,3,22,27,24,25,25,570,620,1190
1046105,2013,,MUS ,,MUS ,,,,,20,17,21,22,20,,,
1048165,2013,,PNRS,,NURS,4,4,,,30,24,30,24,26,,,
1048378,2013,,EXSC,,COMM,,,3.67,4,27,23,21,24,23,,,
1048963,2013,,ECON,,FINA,,,,,23,25,25,25,23,,,
1049901,2013,,BMB ,,BMB ,,,,,29,29,29,26,28,,,
1050619,2013,,UNDE,,,,,,,,,,,,600,550,1150
1058398,2013,,PNRS,,EDMI,2,,,,28,25,25,24,25,,,
1058836,2013,,EXSC,,EXSC,4,,3.33,4,,,,,,530,470,1000
1060046,2013,,EXSC,,EXSC,3,1.67,3,,24,26,24,24,24,,,
1062117,2013,,COMM,,COMM,,,,,28,22,24,25,25,,,
1063427,2013,,BIOL,,ART ,,,,,23,20,21,22,21,,,
1064416,2013,,UNDE,,PSYC,,,,,27,19,25,26,24,,,
1065077,2013,,BIOL,,CS  ,,,,,22,23,19,28,22,,,
1066472,2013,,BIOL,,,3,,,,20,23,21,24,22,530,640,1170
1067394,2013,,CS  ,,CS  ,,,,,31,25,25,25,26,,,
1067428,2013,,FLIS,,SPAN,,,,,36,27,36,29,32,,,
1067646,2013,,ENGL,,,,,,,34,22,33,25,29,,,
1069285,2013,,CE  ,,CE  ,,,,,34,27,28,29,30,,,
1069423,2013,,CS  ,,CS  ,,,,,18,24,22,23,22,,,
1069619,2013,,BMB ,,BMB ,,,,,32,27,32,35,32,,,
1069672,2013,,CHEM,,,,,,,27,28,30,26,28,,,
1070069,2013,,CHEM,,,,,,,30,26,32,26,29,,,
1070079,2013,,PNRS,,NURS,3,2.67,,,22,19,22,23,22,,,
1070364,2013,,ECON,,BA  ,,,,,23,22,31,25,25,,,
1072885,2013,,FLIS,,,,,,,29,25,30,24,27,660,530,1190
1073174,2013,,PNRS,,NURS,3,3,,,19,22,19,18,20,,,
1074547,2013,,BIOL,,,,,,,20,20,22,21,21,,,
1074597,2013,,MUST,,,,,,,23,24,30,22,25,,,
1075353,2013,,EXSC,,BIOL,3,4,3,4,,,,,,550,650,1200
1075944,2013,,BA  ,,BA  ,,,,,,,,,,590,690,1280
1076369,2013,,FINA,,,,,,,27,23,27,25,25,,,
1081320,2013,,BA  ,,,,,,,24,23,31,25,26,,,
1083359,2013,,UNDE,,NURS,3,,,,28,26,26,30,28,,,
1083398,2013,,ELED,,ELED,,,,,20,19,21,23,20,,,
1093567,2013,,MATH,,,,,,,24,25,24,23,24,,,
1093784,2013,,UNDE,,UNDE,,,,,20,21,22,24,22,,,
1094676,2013,,EXSC,,,2.33,,2,2.67,20,23,21,20,21,470,510,980
1095599,2013,,MAAC,,MAAC,,,,,27,28,22,26,26,540,640,1180
1096754,2013,,PSYC,,PSYC,,,,,33,26,36,28,31,,,
1108060,2013,,UNDE,,,,,,,24,16,27,23,23,,,
1111775,2013,,FINA,,FINA,,,,,21,23,24,25,23,,,
1111935,2013,,BA  ,,BA  ,,,,,28,26,21,23,23,,,
1115594,2013,,UNDE,,ENGL,,,,,26,24,32,22,26,,,
1030806,2014,,ACCT,,MAAC,,,,,29,23,26,23,25,,,
1031801,2014,,BA  ,,USEC,,,,,25,24,29,28,27,,,
1032350,2014,,UNDE,,UNDE,3,3,4,3,27,30,23,26,26,,,
1033806,2014,,BA  ,,BA  ,,,,,24,23,26,24,24,,,
1035701,2014,,PNRS,,NURS,4,4,,,23,22,21,22,21,,,
1040880,2014,,PS  ,,PS  ,,,,,22,26,22,25,23,420,530,950
1042991,2014,,CHEM,,CHEM,,,,,31,25,26,23,26,,,
1044501,2014,,EDMI,,EDMI,,,,,23,20,27,20,21,,,
1044713,2014,,ACCT,,,,,,,27,27,27,27,26,,,
1046151,2014,,PSYC,,PSYC,,,,,21,25,22,22,23,,,
1049705,2014,,CJS.,,,,,,,22,22,26,24,24,,,
1055216,2014,,PNRS,,PRT ,2.67,2,,,29,25,32,26,28,,,
1065457,2014,,BIOL,,EXSC,,,4,4,26,25,31,25,25,,,
1070038,2014,,PNRS,,NURS,4,4,,,35,28,30,27,29,,,
1070052,2014,,COMM,,COMM,,,,,23,19,24,21,22,510,450,960
1070960,2014,,PSYC,,PS  ,,,,,21,20,25,20,22,,,
1080293,2014,,PNRS,,NURS,3.67,3,,,24,23,24,25,23,,,
1082976,2014,,PSYC,,PSYC,,,,,25,28,30,29,28,,,
1084424,2014,,THEA,,THEA,,,,,20,21,22,21,21,,,
1087165,2014,,ENGL,,ART ,,,,,28,22,29,22,25,,,
1089541,2014,,PSYC,,PSYC,,,,,26,27,30,25,27,,,
1099396,2014,,UNDE,,,,,,,25,20,21,24,23,,,
1105118,2014,,UNDE,,USEC,,,3.33,,20,16,24,23,20,,,
1106627,2014,,ACCT,,ACCT,,,,,24,23,26,22,24,,,
